Approved symbol	Previous symbols	Synonyms	NCBI Gene ID	Ensembl gene ID
GSTK1		GST13	373156	ENSG00000197448
GSTM1	GST1	MU, H-B	2944	ENSG00000134184
GSTM2		GST4	2946	ENSG00000213366
GSTM2P1			442245	ENSG00000218803
GSTM3		GST5	2947	ENSG00000134202
GSTM3P1	GSTM3P	dJ984P4.2	170523	ENSG00000227693
GSTM3P2			100421057	ENSG00000226878
GSTM4			2948	ENSG00000168765
GSTM5			2949	ENSG00000134201
GSTM5P1	GST1L, GSTM1L		100505557	ENSG00000236062
GSTO1		GSTTLp28, P28	9446	ENSG00000148834
GSTO2			119391	ENSG00000065621
GSTO3P	GSTO3P1		344813	ENSG00000232829
GSTP1	FAEES3, GST3	GSTP	2950	ENSG00000084207
GSTP1P1	GST3L, GSTPL, GSTPP	GSTP1P	2951	ENSG00000257569
GSTPL~withdrawn				
GSTT1			2952	ENSG00000277656
GSTT1-AS1		lncRNA-AS-GSTT1(1-72), lncRNA-CD244, lncRNA-BC050410	106099130	
GSTT2			2953	ENSG00000099984
GSTT2B		GSTT2P	653689	ENSG00000133433
GSTT4	GSTTP1	HS322B1A	25774	ENSG00000276950
GSTTP2			653399	
GSTZ1		GSTZ1-1, MAAI, MAI	2954	ENSG00000100577
GSX1	GSH1	Gsh-1	219409	ENSG00000169840
GSX2		Gsh2	170825	ENSG00000180613
GTA~withdrawn				
GTBP~withdrawn				
GTDC1		FLJ11753, Hmat-Xa	79712	ENSG00000121964
GTF2A1		TFIIA	2957	ENSG00000165417
GTF2A1L		ALF	11036	ENSG00000242441
GTF2A2		TFIIA, HsT18745	2958	ENSG00000140307
GTF2B		TFIIB	2959	ENSG00000137947
GTF2D1~withdrawn				
GTF2E1		TFIIE-A, FE	2960	ENSG00000153767
GTF2E2		TFIIE-B, FE, TF2E2	2961	ENSG00000197265
GTF2F1		TFIIF, BTF4, RAP74, TF2F1	2962	ENSG00000125651
GTF2F2		TFIIF, BTF4, RAP30	2963	ENSG00000188342
GTF2F2P1	GTF2F2L	TFIIF	2964	ENSG00000251254
GTF2F2P2			728633	ENSG00000233910
GTF2H1		BTF2, P62, TFIIH	2965	ENSG00000110768
GTF2H2		BTF2, TFIIH, BTF2P44, T-BTF2P44, p44	2966	ENSG00000145736
GTF2H2B		DKFZP686M0199	653238	ENSG00000226259
GTF2H2C			728340	ENSG00000183474
GTF2H2C_2	GTF2H2D	LOC730394	730394	
GTF2H3		BTF2, TFIIH, P34	2967	ENSG00000111358
GTF2H4		TFB2, TFIIH, P52	2968	ENSG00000213780
GTF2H5	C6orf175, TTD	FLJ30544, bA120J8.2, TTD-A, TFB5, TFIIH, TTDA	404672	ENSG00000272047
GTF2I	WBSCR6	TFII-I, BAP-135, SPIN, BTKAP1, DIWS, IB291	2969	ENSG00000263001
GTF2IP1	WBSCR7		2970	ENSG00000277053
GTF2IP2			338448	ENSG00000226930
GTF2IP3			645686	ENSG00000187721
GTF2IP4			100093631	ENSG00000233369
GTF2IP5			100420546	ENSG00000224316
GTF2IP6			101927390	ENSG00000266736
GTF2IP7				ENSG00000227038
GTF2IP8			101927717	ENSG00000276318
GTF2IP9				ENSG00000251451
GTF2IP10				
GTF2IP11				ENSG00000255199
GTF2IP12				ENSG00000283050
GTF2IP13				ENSG00000272556
GTF2IP14				ENSG00000226002
GTF2IP15				
GTF2IP16				
GTF2IP17				
GTF2IP18~withdrawn				
GTF2IP19				
GTF2IP20			441124	ENSG00000272645
GTF2IP21				
GTF2IP22				ENSG00000259095
GTF2IP23				ENSG00000230295
GTF2IRD1	WBSCR11	MusTRD1, RBAP2, GTF3, WBSCR12, BEN, Cream1	9569	ENSG00000006704
GTF2IRD1P1			729156	ENSG00000230583
GTF2IRD2		FLJ37938, GTF2IRD2A	84163	ENSG00000196275
GTF2IRD2B			389524	ENSG00000174428
GTF2IRD2P1	GTF2IRD2P		401375	ENSG00000214544
GTF3A		TFIIIA, AP2	2971	ENSG00000122034
GTF3AP1			100135064	ENSG00000237274
GTF3AP2				ENSG00000258966
GTF3AP3				
GTF3AP4			100420593	
GTF3AP5			100128217	ENSG00000225816
GTF3AP6			100135063	ENSG00000229982
GTF3B~withdrawn				
GTF3BAP1~withdrawn				
GTF3BAP2~withdrawn				
GTF3BAP3~withdrawn				
GTF3C1		TFIIIC220	2975	ENSG00000077235
GTF3C2		KIAA0011, TFIIIC110	2976	ENSG00000115207
GTF3C2-AS1			100505624	ENSG00000234945
GTF3C3		TFiiiC2-102, TFIIIC102	9330	ENSG00000119041
GTF3C4		TFIIIC90, KAT12	9329	ENSG00000125484
GTF3C5		TFiiiC2-63, TFIIIC63, TFIIICepsilon	9328	ENSG00000148308
GTF3C6	C6orf51	bA397G5.3, TFIIIC35	112495	ENSG00000155115
GTPBP1		GP-1, HSPC018	9567	ENSG00000100226
GTPBP2			54676	ENSG00000172432
GTPBP3		MSS1, THDF1, GTPBG3, MTGP1, FLJ14700	84705	ENSG00000130299
GTPBP4		CRFG, NGB, FLJ10690, FLJ10686, NOG1	23560	ENSG00000107937
GTPBP6		PGPL, FLJ20977	8225	ENSG00000178605
GTPBP8		HSPC135	29083	ENSG00000163607
GTPBP10		DKFZP686A10121, FLJ38242, OBGH2	85865	ENSG00000105793
GTS			2973	
GTSCR1			220158	ENSG00000263417
GTSE1		GTSE-1, B99	51512	ENSG00000075218
GTSE1-DT	GTSE1-AS1		150384	ENSG00000277232
GTSF1	FAM112B	FLJ32942, Cue110	121355	ENSG00000170627
GTSF1L	C20orf65, FAM112A	dJ1028D15.4	149699	ENSG00000124196
GUC1A2~withdrawn				
GUC1A3~withdrawn				
GUC1A4~withdrawn				
GUC1B3~withdrawn				
GUC2C~withdrawn				
GUC2D~withdrawn				
GUCA1A	GUCA, GUCA1, C6orf131	GCAP, GCAP1, COD3, dJ139D8.6, CORD14	2978	ENSG00000048545
GUCA1B		GCAP2, RP48	2979	ENSG00000112599
GUCA1C		GCAP3	9626	ENSG00000138472
GUCA2~withdrawn				
GUCA2A	GUCA2	STARA	2980	ENSG00000197273
GUCA2B			2981	ENSG00000044012
GUCD1	C22orf13	MGC1842, LLN4	83606	ENSG00000138867
GUCY1A1	GUC1A3, GUCY1A3	GC-SA3	2982	ENSG00000164116
GUCY1A2	GUC1A2	GC-SA2	2977	ENSG00000152402
GUCY1B1	GUC1B3, GUCY1B3	GC-SB3, GC-S-beta-1	2983	ENSG00000061918
GUCY1B2		GC-SB2	2974	ENSG00000123201
GUCY2C	GUC2C	STAR	2984	ENSG00000070019
GUCY2D	CORD6, LCA, GUC2D, GUC1A4	retGC, RETGC-1, ROS-GC1, CYGD, LCA1	3000	ENSG00000132518
GUCY2EP	GUCY2E	GC-E	390226	ENSG00000204529
GUCY2F		GUC2DL, GC-F, RetGC-2, ROS-GC2, CYGF	2986	ENSG00000101890
GUCY2GP	GUCY2G		390003	ENSG00000243316
GUD~withdrawn				
GUF1		FLJ13220	60558	ENSG00000151806
GUK1			2987	ENSG00000143774
GUK2			2988	
GULOP		GULO, scurvy	2989	ENSG00000234770
GULP1		CED6, CED-6, GULP	51454	ENSG00000144366
GUSB			2990	ENSG00000169919
GUSBP1			728411	ENSG00000183666
GUSBP2	SMAC3L2, GUSBL1	bA239L20.5, bA239L20.1, SMA3-L, bGLU-Lp, SMAC3L	387036	ENSG00000241549
GUSBP3			653188	ENSG00000253203
GUSBP4	C6orf216, SMAC3L, GUSBL2	SMA3-L, FLJ13549	375513	ENSG00000239650
GUSBP5	LOC441046		441046	ENSG00000236296
GUSBP6				ENSG00000224458
GUSBP7			100132456	
GUSBP8			441066	ENSG00000227762
GUSBP9			100049076	ENSG00000215630
GUSBP10			642006	ENSG00000224723
GUSBP11			91316	ENSG00000228315
GUSBP12			642007	ENSG00000169325
GUSM~withdrawn				
GVINP1	GVIN1, GVIN1P	VLIG-1, FLJ13373, VLIG1	387751	ENSG00000254838
GVINP2			100128135	ENSG00000254781
GVQW1	TIGD1L2	bA205M20.5	101362076	ENSG00000241043
GVQW2			100507462	ENSG00000279968
GVQW3			100506127	ENSG00000179240
GXP1~withdrawn				
GXYLT1	GLT8D3	FLJ43151	283464	ENSG00000151233
GXYLT1P1			100101111	ENSG00000230931
GXYLT1P2			441958	ENSG00000224860
GXYLT1P3			100132541	ENSG00000232433
GXYLT1P4			100132441	ENSG00000275026
GXYLT1P5			100131760	ENSG00000276591
GXYLT1P6			100132672	ENSG00000235310
GXYLT2	GLT8D4		727936	ENSG00000172986
GYG1	GYG		2992	ENSG00000163754
GYG1P1			100132965	ENSG00000251633
GYG1P2			647317	ENSG00000237099
GYG1P3			645506	ENSG00000231095
GYG2		GN-2	8908	ENSG00000056998
GYG2-AS1				ENSG00000235483
GYG2P1	GYG2P		352887	ENSG00000206159
GYG2P2			100418892	
GYPA	MNS	GPA, MN, CD235a	2993	ENSG00000170180
GYPB	MNS	GPB, SS, CD235b	2994	ENSG00000250361
GYPC		GPC, GYPD, Ge, CD236, CD236R	2995	ENSG00000136732
GYPE		GPE, MNS	2996	ENSG00000197465
GYS1	GYS	GSY	2997	ENSG00000104812
GYS2			2998	ENSG00000111713
GZF1	ZNF336	dJ322G13.2, ZBTB23	64412	ENSG00000125812
GZMA	HFSP, CTLA3		3001	ENSG00000145649
GZMAP1				ENSG00000249454
GZMB	CTLA1, CSPB	CCPI, CGL-1, CSP-B, CGL1, CTSGL1, HLP, SECT	3002	ENSG00000100453
GZMH	CTSGL2	CGL-2, CCP-X, CTLA1, CSP-C	2999	ENSG00000100450
GZMK		TRYP2, PRSS	3003	ENSG00000113088
GZMM		MET1, LMET1	3004	
H1F0	H1FV	H10	3005	ENSG00000189060
H1FNT		HANP1, H1T2	341567	ENSG00000187166
H1FOO			132243	ENSG00000178804
H1FV~withdrawn				
H1FX		MGC15959, MGC8350, H1X	8971	ENSG00000184897
H1FX-AS1	C3orf47	FLJ34151	339942	ENSG00000206417
H2A~withdrawn				
H2AFB1			474382	ENSG00000274183
H2AFB2			474381	ENSG00000277858
H2AFB3	H2AFB		83740	ENSG00000277745
H2AFJ		FLJ10903, MGC921	55766	ENSG00000246705
H2AFK~withdrawn				
H2AFV	H2AV	MGC10170, MGC10831, MGC1947	94239	ENSG00000105968
H2AFVP1	H2AFVP	HsT19970	654500	ENSG00000258741
H2AFX	H2AX		3014	ENSG00000188486
H2AFY		macroH2A1.2	9555	ENSG00000113648
H2AFY2		macroH2A2	55506	ENSG00000099284
H2AFZ	H2AZ	H2A.Z	3015	ENSG00000164032
H2AFZP1	H2AFZP		54049	ENSG00000213440
H2AFZP2			346990	ENSG00000253173
H2AFZP3			728023	ENSG00000218502
H2AFZP4			100462795	ENSG00000255329
H2AFZP5			100288330	ENSG00000234612
H2AFZP6			100462800	ENSG00000233733
H2AX~withdrawn				
H2AZ~withdrawn				
H2B~withdrawn				
H2BFM			286436	ENSG00000101812
H2BFO~withdrawn				
H2BFS			54145	ENSG00000234289
H2BFWT			158983	ENSG00000123569
H2BFXP			767811	
H3F2~withdrawn				
H3F3A	H3F3	H3.3A	3020	ENSG00000163041
H3F3AP1		HsT18159, p48	654505	ENSG00000259389
H3F3AP2		H3F3CP	664611	ENSG00000270433
H3F3AP3		p18	100689229	ENSG00000230618
H3F3AP4		p13	440926	ENSG00000235655
H3F3AP5		p55	347376	ENSG00000226881
H3F3AP6		p21	644914	ENSG00000178458
H3F3B		H3.3B	3021	ENSG00000132475
H3F3BP1		p46	100287087	ENSG00000236534
H3F3BP2		p51	100420410	ENSG00000265541
H3F3C		H3.5	440093	ENSG00000188375
H3FM~withdrawn				
H4F2~withdrawn				
H4F3~withdrawn				
H6PD	GDH		9563	ENSG00000049239
H19		D11S813E, ASM, ASM1, NCRNA00008, LINC00008, MIR675HG	283120	ENSG00000130600
HAAO			23498	ENSG00000162882
HABP1~withdrawn				
HABP2		HABP, PHBP, HGFAL, FSAP	3026	ENSG00000148702
HABP4		IHABP4, SERBP1L	22927	ENSG00000130956
HACD1	PTPLA	CAP	9200	ENSG00000165996
HACD2	PTPLB		201562	ENSG00000206527
HACD3	PTPLAD1	B-ind1, HSPC121	51495	ENSG00000074696
HACD4	PTPLAD2	Em:AL662879.1, OTTHUMG00000021016	401494	ENSG00000188921
HACE1		KIAA1320	57531	ENSG00000085382
HACL1	HPCL	2-HPCL, PHYH2	26061	ENSG00000131373
HADH	HADHSC	HADH1, SCHAD	3033	ENSG00000138796
HADHA		GBP, LCEH, LCHAD, MTPA	3030	ENSG00000084754
HADHAP1	HADHAP		3031	ENSG00000251596
HADHAP2			399994	ENSG00000255967
HADHB		MTPB	3032	ENSG00000138029
HADHSC~withdrawn				
HAGH		GLO2, GLXII, HAGH1	3029	ENSG00000063854
HAGHL		MGC2605	84264	
HAGLR	HOXD-AS1	Mdgt, MIR7704HG	401022	ENSG00000224189
HAGLROS			102800310	ENSG00000226363
HAL	HIS		3034	ENSG00000084110
HAMP		LEAP-1, HEPC, HFE2B, LEAP1	57817	ENSG00000105697
HAND1		eHand, Thing1, Hxt, bHLHa27	9421	ENSG00000113196
HAND2		dHand, Thing2, Hed, bHLHa26	9464	ENSG00000164107
HAND2-AS1		DEIN, NBLA00301, FLJ11539	79804	ENSG00000237125
HAO1	GOX1	GOX	54363	ENSG00000101323
HAO2		HAOX2, GIG16	51179	ENSG00000116882
HAO2-IT1				ENSG00000230921
HAO3~withdrawn				
HAOL~withdrawn				
HAP1	HAP2	HLP, hHLP1, HIP5	9001	ENSG00000173805
HAP2~withdrawn				
HAPLN1	CRTL1		1404	ENSG00000145681
HAPLN2		BRAL1	60484	ENSG00000132702
HAPLN3	EXLD1	HsT19883	145864	ENSG00000140511
HAPLN4		BRAL2, KIAA1926	404037	ENSG00000187664
HAPP~withdrawn				
HAR1A		HAR1F, NCRNA00064, LINC00064	768096	ENSG00000225978
HAR1B		HAR1R, NCRNA00065, LINC00065	768097	ENSG00000231133
HARBI1	C11orf77	FLJ32675	283254	ENSG00000180423
HARS	USH3B	HisRS	3035	ENSG00000170445
HARS2	HARSL	HO3, HARSR	23438	ENSG00000112855
HAS1	HAS		3036	ENSG00000105509
HAS2			3037	ENSG00000170961
HAS2-AS1	HAS2AS, HAS2-AS	HASNT, NCRNA00077	594842	ENSG00000248690
HAS3			3038	ENSG00000103044
HASPIN	GSG2		83903	ENSG00000177602
HAT1		KAT1	8520	ENSG00000128708
HAUS1	CCDC5	HEI-C, HsT1461, FLJ40084	115106	ENSG00000152240
HAUS1P1			728921	ENSG00000251453
HAUS1P2			441484	ENSG00000224224
HAUS1P3			100271703	ENSG00000253226
HAUS2	C15orf25, CEP27	FLJ10460, HsT17025	55142	ENSG00000137814
HAUS3	C4orf15	MGC4701, IT1, dgt3	79441	ENSG00000214367
HAUS4	C14orf94	FLJ20424	54930	ENSG00000092036
HAUS4P1			100129402	ENSG00000226967
HAUS5	KIAA0841	dgt5	23354	ENSG00000249115
HAUS6	FAM29A	FLJ20060, KIAA1574, dgt6	54801	ENSG00000147874
HAUS6P1			653175	ENSG00000227344
HAUS6P2			100133268	ENSG00000236121
HAUS6P3				ENSG00000235454
HAUS7	UCHL5IP	UIP1	55559	ENSG00000213397
HAUS8	HICE1	MGC20533, NY-SAR-48	93323	ENSG00000131351
HAUS8P1			100420901	ENSG00000257300
HAUSP~withdrawn				
HAVCR1		HAVCR-1, TIM-1, TIM1, HAVCR, TIMD1, CD365, KIM1	26762	ENSG00000113249
HAVCR1P1			100101266	
HAVCR1P2			100421002	
HAVCR2		Tim-3, TIM3, FLJ14428, TIMD3, CD366	84868	ENSG00000135077
HAX1		HS1BP1, HCLSBP1	10456	ENSG00000143575
HBA1		HBA-T3	3039	ENSG00000206172
HBA2		HBA-T2	3040	ENSG00000188536
HBAP1		HBA-T1, HBA3, HBA3P	3041	
HBB		CD113t-C, beta-globin	3043	ENSG00000244734
HBBP1		HBH1, HBHP	3044	ENSG00000229988
HBD			3045	ENSG00000223609
HBE1		HBE	3046	ENSG00000213931
HBEGF	HEGFL, DTS, DTR		1839	ENSG00000113070
HBG1		HBG-T2	3047	ENSG00000213934
HBG2		HBG-T1	3048	ENSG00000196565
HBM	HBAP2	HBK	3042	ENSG00000206177
HBP1			26959	ENSG00000105856
HBQ1		HBQ	3049	ENSG00000086506
HBS1L		ERFS, HBS1, HSPC276, KIAA1038, DKFZp434g247, EF-1a, eRF3c	10767	ENSG00000112339
HBZ		HBZ1, HBZ-T1	3050	ENSG00000130656
HBZP1	HBZP	HBZ-T2, HBZ2, HBZ2P	3051	ENSG00000206178
HCAR1	GPR104, GPR81	HCA1, FKSG80, TA-GPCR, LACR1	27198	ENSG00000196917
HCAR2	GPR109A	HCA2, HM74A, PUMAG, Puma-g, NIACR1	338442	ENSG00000182782
HCAR3	GPR109B	HCA3, HM74	8843	ENSG00000255398
HCCAT5		HTA, FJ222407	283902	ENSG00000260880
HCCS	MLS	CCHL	3052	ENSG00000004961
HCF2~withdrawn				
HCFC1	HFC1, MRX3	HCF-1, HCF1, CFF, VCAF, MGC70925, PPP1R89	3054	ENSG00000172534
HCFC1-AS1				ENSG00000235802
HCFC1R1		HPIP, FLJ20568	54985	
HCFC2		HCF-2	29915	ENSG00000111727
HCFC2P1			100419149	ENSG00000232087
HCG2P1~withdrawn				
HCG2P2~withdrawn				
HCG2P4~withdrawn				
HCG2P6~withdrawn				
HCG2P7~withdrawn				
HCG2P8~withdrawn				
HCG4	HCG4P10	HCGIV-10, HCGIV.9	54435	ENSG00000176998
HCG4B	HCG4P6	HCGIV-6, HCGIV.5, HCGIV-06, bCX67J3.3, Em:AB023056.16, bPG309N1.1, bQB90C11.3	80868	ENSG00000227262
HCG4P1		HCGIV-01	387503	
HCG4P2		HCGIV-02	387504	
HCG4P3		HCGIV-03, HCGIV.2, HCGIV-3	353001	
HCG4P4		HCGIV-04, HCGIV.3, HCGIV-4	353002	
HCG4P5		HCGIV-05, HCGIV.4, HCGIV-5	353003	
HCG4P7		HCGIV-07, HCGIV.C, HCGIV-7	353004	
HCG4P8		HCGIV-08, HCGIV.7, HCGIV-8	353005	ENSG00000229142
HCG4P9		HCGIV-09, HCGIV-9	353014	
HCG4P10~withdrawn				
HCG4P11		HCGIV-11, HCGIV.10	353020	
HCG8~withdrawn				
HCG9		PERB11, HCGIX, HCGIX4, HCGIX-4	10255	ENSG00000204625
HCG9P1		HCGIX-1	387505	
HCG9P2		HCGIX-2	387506	
HCG9P3		HCGIX-3.2	387507	
HCG9P5		HCGIX-5, dJ377H14.6	353019	
HCG11		bK14H9.3, FLJ14049, FLJ30357	493812	ENSG00000228223
HCG12~withdrawn				
HCG13P		dJ193B12.5	493813	
HCG14		dJ111M5.4	414760	ENSG00000224157
HCG15	HCG16	dJ25J6.6, dJ25J6.7		ENSG00000227214
HCG16~withdrawn				
HCG17		NCRNA00046, LINC00046	414778	ENSG00000270604
HCG18		FLJ31598, FLJ25550, Em:AB014087.1	414777	ENSG00000231074
HCG19P		AB014085.4	414776	
HCG20		AB023051.1, NCRNA00149		ENSG00000228022
HCG21		AB023048.2, NCRNA00150		ENSG00000233529
HCG22		FLJ37114, PBMUCL2	285834	ENSG00000228789
HCG23		dJ1077I5.3	414764	
HCG24		dJ1033B10.15		ENSG00000230313
HCG25		dJ1033B10.16	414765	ENSG00000232940
HCG26		bPG181B23.4, bCX205D4.4, NCRNA00191	352961	
HCG27		bPG299F13.9, bCX101P6.9, bQB115I13.2, FLJ40123	253018	ENSG00000206344
HCHOLA3~withdrawn				
HCHOLA4			246132	
HCK		JTK9	3055	ENSG00000101336
HCL1		BRHC		
HCL2		RHC, RHA	3057	
HCL3				
HCLS1		HS1, CTTNL	3059	ENSG00000180353
HCN1	BCNG1	BCNG-1, HAC-2	348980	ENSG00000164588
HCN2	BCNG2	BCNG-2, HAC-1	610	ENSG00000099822
HCN3		KIAA1535	57657	ENSG00000143630
HCN4			10021	ENSG00000138622
HCP5		D6S2650E, P5-1	10866	ENSG00000206337
HCP5B	HCP5P10	P5-10, P5.9	352990	
HCP5P2~withdrawn				
HCP5P3~withdrawn				
HCP5P6~withdrawn				
HCP5P8~withdrawn				
HCP5P12~withdrawn				
HCP5P13~withdrawn				
HCP5P14~withdrawn				
HCP5P15~withdrawn				
HCRT		PPOX, OX	3060	ENSG00000161610
HCRTR1		OX1R	3061	ENSG00000121764
HCRTR2		OX2R	3062	ENSG00000137252
HCST	PIK3AP	DAP10, DKFZP586C1522, KAP10	10870	ENSG00000126264
HCVS				
HDAC1	RPD3L1	HD1, GON-10, KDAC1	3065	ENSG00000116478
HDAC1P1			100419595	ENSG00000234724
HDAC1P2			100419489	ENSG00000233012
HDAC2		RPD3, YAF1, KDAC2	3066	ENSG00000196591
HDAC2-AS2		ENST00000421891	101927768	ENSG00000228624
HDAC3		RPD3, HD3, RPD3-2, KDAC3	8841	ENSG00000171720
HDAC4	BDMR	KIAA0288, HDAC-A, HDACA, HD4, HA6116, HDAC-4	9759	ENSG00000068024
HDAC4-AS1			101928111	ENSG00000222020
HDAC5		KIAA0600, NY-CO-9, FLJ90614	10014	ENSG00000108840
HDAC6		KIAA0901, JM21, HD6, FLJ16239, PPP1R90	10013	ENSG00000094631
HDAC7	HDAC7A	DKFZP586J0917	51564	ENSG00000061273
HDAC8	HDACL1, WTS, MRXS6	RPD3, KDAC8	55869	ENSG00000147099
HDAC9		KIAA0744, HDAC, MITR, HD7, HDAC7B	9734	ENSG00000048052
HDAC10		DKFZP761B039	83933	ENSG00000100429
HDAC11			79885	ENSG00000163517
HDAC11-AS1				ENSG00000244502
HDC			3067	ENSG00000140287
HDDC2	C6orf74	CGI-130, dJ167O5.2	51020	ENSG00000111906
HDDC3		MGC45386	374659	ENSG00000184508
HDGF		HMG1L2	3068	ENSG00000143321
HDGFL1	PWWP1	dJ309H15.1, Hdgfrp1, HRP-1	154150	ENSG00000112273
HDGFL2		HRP2, Hdgfrp2, HDGFRP2	84717	ENSG00000167674
HDGFL3		HRP-3, Hdgfrp3	50810	ENSG00000166503
HDGFP1	HDGFP		474167	ENSG00000227183
HDHD2		DKFZP564D1378	84064	ENSG00000167220
HDHD3	C9orf158	MGC12904	81932	ENSG00000119431
HDHD5	CECR5		27440	ENSG00000069998
HDHD5-AS1	CECR4, CECR5-AS1	NCRNA00017	100130717	ENSG00000185837
HDLBP	VGL	HBP	3069	ENSG00000115677
HDLCQ1			192144	
HDLDT1~withdrawn				
HDX	CXorf43	FLJ30678	139324	ENSG00000165259
HEATR1		FLJ10359, BAP28, UTP10	55127	ENSG00000119285
HEATR3		FLJ20718	55027	ENSG00000155393
HEATR4		MGC48595	399671	ENSG00000187105
HEATR5A	C14orf125	DKFZP434I1735	25938	ENSG00000129493
HEATR5B		KIAA1414, DKFZp686P15184	54497	ENSG00000008869
HEATR6		ABC1, FLJ22087	63897	ENSG00000068097
HEATR9	C17orf66	FLJ32830	256957	ENSG00000270379
HEBP1		HEBP, HBP	50865	ENSG00000013583
HEBP2	C6orf34	SOUL	23593	ENSG00000051620
HECA		HDCL, hHDC, HDC, dJ225E12.1	51696	ENSG00000112406
HECTD1		KIAA1131	25831	ENSG00000092148
HECTD2		FLJ37306	143279	ENSG00000165338
HECTD2-AS1			100188947	
HECTD3		FLJ21156	79654	ENSG00000126107
HECTD4	C12orf51	FLJ34154, KIAA0614	283450	ENSG00000173064
HECW1		KIAA0322, NEDL1	23072	ENSG00000002746
HECW1-IT1			100127950	ENSG00000181211
HECW2		KIAA1301, NEDL2	57520	ENSG00000138411
HECW2-AS1			101927482	ENSG00000229056
HEG1		KIAA1237, HEG	57493	ENSG00000173706
HEGFL~withdrawn				
HEIH		LINC-HEIH, lncRNA-HEIH, LINC00848, HCCAT2	100859930	ENSG00000278970
HELB			92797	ENSG00000127311
HELIGL1~withdrawn				
HELLPAR		LINC-HELLP	101101692	ENSG00000281344
HELLS		PASG, SMARCA6, LSH, Nbla10143	3070	ENSG00000119969
HELQ		Hel308	113510	ENSG00000163312
HELT		HESL, HCM1228, Mgn, bHLHb44, MEGANE	391723	ENSG00000187821
HELZ		KIAA0054, HUMORF5, DHRC	9931	ENSG00000198265
HELZ2		PDIP1, PRIC285, KIAA1769	85441	ENSG00000130589
HEMGN		EDAG, CT155, NDR	55363	ENSG00000136929
HEMK1		MTQ1	51409	ENSG00000114735
HEN1~withdrawn				
HEN2~withdrawn				
HENMT1	C1orf59	FLJ30525, HEN1	113802	ENSG00000162639
HEP10~withdrawn				
HEPACAM		FLJ25530, hepaCAM, GLIALCAM	220296	ENSG00000165478
HEPACAM2		FLJ38683	253012	ENSG00000188175
HEPH		KIAA0698, CPL	9843	ENSG00000089472
HEPHL1		DKFZp686F22190	341208	ENSG00000181333
HEPN1			641654	ENSG00000221932
HERC1		p532, p619	8925	ENSG00000103657
HERC2		jdf2, p528, D15F37S1	8924	ENSG00000128731
HERC2P1		D15F37S2	8917	
HERC2P2		D15F37S3	400322	ENSG00000276550
HERC2P3		D15F37S4, LOC283755	283755	ENSG00000180229
HERC2P4		D16F37S5	100289574	ENSG00000230267
HERC2P5		D16F37S6	388254	ENSG00000260644
HERC2P6			8918	
HERC2P7			100132101	ENSG00000281909
HERC2P8			440366	ENSG00000261599
HERC2P9		FLJ59185	440248	ENSG00000206149
HERC2P10			390561	ENSG00000259845
HERC2P11			100996738	ENSG00000261581
HERC3		KIAA0032	8916	ENSG00000138641
HERC4		DKFZP564G092, KIAA1593	26091	ENSG00000148634
HERC5		CEB1	51191	ENSG00000138646
HERC6		FLJ20637	55008	ENSG00000138642
HERPUD1		KIAA0025, Mif1, HERP, SUP	9709	ENSG00000051108
HERPUD2		FLJ22313	64224	ENSG00000122557
HES1	HRY	FLJ20408, HES-1, Hes1, bHLHb39	3280	ENSG00000114315
HES2		bHLHb40	54626	ENSG00000069812
HES3		bHLHb43	390992	ENSG00000173673
HES4		bHLHb42	57801	ENSG00000188290
HES5		bHLHb38	388585	ENSG00000197921
HES6		bHLHb41	55502	ENSG00000144485
HES7		bHLHb37	84667	
HESX1		RPX, ANF	8820	ENSG00000163666
HEXA			3073	ENSG00000213614
HEXA-AS1	C15orf34	FLJ13315	80072	ENSG00000260339
HEXB			3074	ENSG00000049860
HEXD	HEXDC	FLJ23825	284004	ENSG00000169660
HEXD-IT1	HEXDC-IT1		100505970	ENSG00000279066
HEXIM1		CLP-1, HIS1, MAQ1, EDG1	10614	
HEXIM2		FLJ32384	124790	ENSG00000168517
HEY1		HESR-1, CHF2, HESR1, HRT-1, CHF-2, HERP2, bHLHb31	23462	ENSG00000164683
HEY2		bHLHb32, HERP1, HESR2	23493	ENSG00000135547
HEYL		bHLHb33, HEY3, HESR3	26508	ENSG00000163909
HF2~withdrawn				
HFC1~withdrawn				
HFE		HLA-H	3077	ENSG00000010704
HFM1	SEC63D1	MER3, FLJ39011, FLJ36760	164045	ENSG00000162669
HFSP~withdrawn				
HGD	AKU	HGO	3081	ENSG00000113924
HGF	DFNB39	SF, F-TCF, HGFB, HPTA	3082	ENSG00000019991
HGFAC		HGFAP, HGFA	3083	ENSG00000109758
HGFL~withdrawn				
HGH1	C8orf30A, FAM203B, C8orf30B, FAM203A	FLJ40907, LOC51236, Brp16	51236	ENSG00000235173
HGL~withdrawn				
HGPPS~withdrawn				
HGS		Hrs, ZFYVE8, Vps27	9146	ENSG00000185359
HGSNAT	TMEM76	FLJ32731, HGNAT	138050	ENSG00000165102
HHAT		FLJ10724, MART-2, MART2, Skn, ski, rasp, sit, GUP2	55733	ENSG00000054392
HHATL	C3orf3, GUP1	KIAA1173, OACT3, MSTP002, MBOAT3	57467	ENSG00000010282
HHATL-AS1				ENSG00000230970
HHC1~withdrawn				
HHC2~withdrawn				
HHC3~withdrawn				
HHEX	PRHX	HEX, HOX11L-PEN	3087	ENSG00000152804
