Gene Name,Gene ID
rab36,9609
hspb6,126393
gclc,2729
ndufa4p2,100287880
rpl13ap25,100287887
100133171,100133171
100133177,100133177
slco4a1,28231
dpys,1807
dpyd,1806
dpt,1805
dpp6,1804
dpp4,1803
dph2,1802
dph1,1801
dpep1,1800
or7e8p,346708
dpysl3,1809
dpysl2,1808
linc01003,100128822
eif3ep2,100132597
tbc1d5,9779
kiaa0232,9778
eif4a3,9775
bclaf1,9774
tm9sf4,9777
atg13,9776
rapgef5,9771
rassf2,9770
tmem94,9772
rpl12p8,645161
lsp1p5,645166
cfap52,146845
ccdc42,146849
hspd1p3,3332
dnajb1,3337
hspe1,3336
linc00664,400680
hspg2,3339
dnajc4,3338
339047,339047
crh,1392
pga5,5222
mir662,724032
nostrin,115677
cysrt1,375791
agrn,375790
slc10a5,347051
snord12,692057
btbd6p1,646330
flywch2,114984
wdr31,114987
or5h6,79295
or52e1,79296
or13a1,79290
pgc,5225
stac2,342667
lrrc37a11p,342666
fcrlb,127943
442172,442172
rplp2p1,442175
hsd17b1p1,643646
slc5a11,115584
hsd17b10,3028
645586,645586
habp2,3026
hist1h1a,3024
h3f3b,3021
linc01189,643648
gpatch1,55094
lep,3952
rps3p3,440991
nup210l,91181
cdrt15p2,644694
727967,727967
100217367,100217367
727961,727961
me1,4199
mdm4,4194
mdk,4192
mdm2,4193
mdh1,4190
mdh2,4191
linc02035,100129550
znf285b,147711
rps26p38,100129552
lypd4,147719
gimap1,170575
sh2b1,25970
100292376,100292376
unc50,25972
pars2,25973
mmachc,25974
egfl6,25975
tiparp,25976
necap1,25977
chmp2b,25978
dhrs7b,25979
linc02370,338797
751580,751580
100293596,100293596
644189,644189
linc01089,338799
fbxo17,115290
286121,286121
286123,286123
c8orf31,286122
kir2ds4,3809
kir2ds3,3808
286126,286126
kir2dl4,3805
kir2dl3,3804
leprotl1,23484
kir2ds1,3806
kifc3,3801
kif5c,3800
kir2dl2,3803
pes1,23481
rprd2,23248
rpl23p5,402120
pds5a,23244
astn2,23245
bop1,23246
kiaa0556,23247
tmem131l,23240
pacs2,23241
cobl,23242
ankrd28,23243
fezf1,389549
tifa,92610
akain1,642597
642590,642590
eif5ap4,642592
100128333,100128333
100128334,100128334
qrsl1,55278
znf654,55279
myo5bp2,392335
phf10,55274
vps53,55275
pgm2,55276
fggy,55277
nudt15,55270
imp3,55272
tmem100,55273
prkxp1,441733
286059,286059
286058,286058
pi15,51050
100287664,100287664
tcp10l,140290
nsmce2,286053
286052,286052
ssx5,6758
ssx4,6759
prlh,51052
sstr2,6752
sstr3,6753
sst,6750
sstr1,6751
ssx1,6756
ssx2,6757
sstr4,6754
sstr5,6755
wash8p,100288778
slc45a4,57210
ppial4a,653505
znf506,440515
440517,440517
golga2p9,440518
znf724,440519
fbxw2,26190
rasgrf2,5924
kif3b,9371
kdm5a,5927
zbtb7c,201501
wfdc6,140870
btf3l4p3,391040
c20orf173,140873
linc00028,140875
ripor3,140876
391048,391048
vstm1,284415
arih2os,646450
mtap,4507
mt1x,4501
ankrd19p,138649
c19orf67,646457
mt2a,4502
mt-atp8,4509
mt-atp6,4508
ccdc39,339829
arhgap27p2,440461
140879,140879
baiap2-dt,440465
linc01115,339822
100289045,100289045
pax4,5078
pax5,5079
100289042,100289042
trappc11,60684
prkn,5071
pax2,5076
pax3,5077
ttty23b,100101121
pax1,5075
cd300lf,146722
c17orf77,146723
trim50,135892
ifit1b,439996
linc00857,439990
rps3ap5,439992
cttnbp2,83992
pms2p2,5380
pms2p4,5382
il1f10,84639
htra4,203100
285778,285778
adam32,203102
pms2p3,5387
afap1l2,84632
ttbk1,84630
slitrk2,84631
gpr174,84636
kiss1r,84634
tm2d1,83941
tatdn1,83940
immp2l,83943
tssk1b,83942
c17orf97,400566
med11,400569
linc01996,400568
naa11,84779
c5orf47,133491
bicdl2,146439
reg4,83998
il34,146433
kremen1,83999
znf597,146434
znf559,84527
zc3h8,84524
hopx,84525
jagn1,84522
gon7,84520
lrrc74b,400891
bcrp2,400892
rhoxf2,84528
c15orf41,84529
tfe3,7030
tff1,7031
tff2,7032
tff3,7033
tfpi,7035
tfr2,7036
tfrc,7037
tg,7038
tgfa,7039
efcab14-as1,100130197
100130193,100130193
gucy2ep,390226
388458,388458
linc01554,202299
100131829,100131829
cadm3-as1,100131825
znf717,100131827
100131826,100131826
linc01019,285577
100131820,100131820
linc01904,388456
100131822,100131822
548332,548332
rpl21p38,100131481
100131480,100131480
ly6e,4061
100130449,100130449
zxda,7789
map3k12,7786
zp3,7784
574037,574037
zp2,7783
100130442,100130442
slc30a3,7781
tnxb,7148
parp15,165631
mief2,125170
tnxa,7146
tnnt3,7140
tnp1,7141
tnp2,7142
tnr,7143
skor2,652991
652990,652990
652993,652993
uca1,652995
bmerb1,89927
mageb6,158809
spanxa1,30014
pdhx,8050
sh3kbp1,30011
nxph1,30010
tlx3,30012
646756,646756
rassf3,283349
castor1,652968
rps26p41,100271567
729164,729164
ndufa4p1,360165
100130531,100130531
xdh,7498
100130533,100130533
or5m11,219487
or5m8,219484
or5m3,219482
xbp1,7494
atp12a,2
phb2,11331
ctrc,11330
pdap1,11333
acot7,11332
cbx3,11335
tusc2,11334
gabarap,11337
exoc3,11336
oip5,11339
u2af2,11338
wipi1,55062
psmd13,5719
psmd12,5718
psmd11,5717
psmd10,5716
100131315,100131315
psmd8,5714
psmd7,5713
psmd5,5711
psmd4,5710
linc00330,144817
or2aj1,127608
lacc1,144811
igkv1d-43,28891
igkv1d-42,28892
atp6v0e2,155066
znf746,155061
155060,155060
dnah14,127602
pih1d2,120379
zscan30,100101467
erlin2,11160
colca2,120376
648691,648691
gdpd5,81544
lrrc3,81543
tmx1,81542
nxph2,11249
nxph3,11248
fnip1,96459
zhx1,11244
nxph4,11247
padi2,11240
pmf1,11243
256880,256880
ptprz1,5803
ptprs,5802
ptprr,5801
ptpro,5800
ptx3,5806
pts,5805
rmnd5a,64795
ddx31,64794
samd14,201191
prss33,260429
vn1r7p,100132759
magi3,260425
iqch,64799
deptor,64798
ubxn6,80700
slc19a3,80704
tsga10,80705
pgam1p5,100132594
xgy2,100132596
akna,80709
spocd1,90853
znf598,90850
znf815p,401303
neu3,10825
cfap206,154313
csde1,7812
evi5,7813
znf713,349075
dap3,7818
mb,4151
260339,260339
cpsf2,53981
401410,401410
defb113,245927
defb114,245928
defb115,245929
fam53a,152877
ankk1,255239
ncapg,64151
dio3os,64150
snrnp48,154007
krtap9-6,100507608
nrxn2,9379
nrxn1,9378
hcg26,352961
or10p1,121130
100506557,100506557
adipoq,9370
plaa,9373
zfyve9,9372
tm9sf2,9375
ppt2,9374
cox5a,9377
slc22a8,9376
ap4m1,9179
aimp2,7965
htr3b,9177
dll3,10683
map3k13,9175
gnb5,10681
il1rl1,9173
pnma2,10687
lpar2,9170
grhl2,79977
fbxo48,554251
gdf5os,554250
cd14,929
rnf225,646862
pitrm1,10531
pdzd8,118987
atg7,10533
znrd2,10534
rnaseh2a,10535
p3h3,10536
ubd,10537
batf,10538
glrx3,10539
729467,729467
col20a1,57642
or11j5p,403226
neurod4,58158
tmtc2,160335
ngb,58157
ptbp2,58155
mcm3ap,8888
slc5a6,8884
ddx18,8886
tax1bp1,8887
fubp1,8880
cdc16,8881
zpr1,8882
nae1,8883
fgf7p3,654466
fer1l6,654463
nlrc4,58484
trappc1,58485
zbed5,58486
crebzf,58487
rhou,58480
linc00474,58483
pctp,58488
abhd17c,58489
tmem74,157753
znf718,255403
c5orf51,285636
285638,285638
ighv1-69,28461
vdac2p1,54015
brwd1,54014
dipk2b,79742
rccd1,91433
cyp19a1,1588
mpp7,143098
echdc3,79746
adgb,79747
znf419,79744
clip4,79745
cyp8b1,1582
cyp11a1,1583
lman1l,79748
cyp7a1,1581
cyp17a1,1586
adam3a,1587
cyp11b1,1584
cyp11b2,1585
fndc5,252995
c12orf60,144608
atp5f1c,509
ssbp3,23648
cltc,1213
fchsd1,89848
atg16l2,89849
cma1,1215
hspbp1,23640
ldoc1,23641
snhg1,23642
ly96,23643
edc4,23644
ppp1r15a,23645
89844,89844
arfip2,23647
syne3,161176
c18orf32,497661
tmem35a,59353
lgr6,59352
pbov1,59351
rxfp1,59350
150935,150935
cacul1,143384
pgbd4,161779
daam1,23002
linc01233,100128139
linc00272,388719
heatr4,399671
fmo6p,388714
100128131,100128131
lrrc25,126364
tmem245,23731
55478,55478
rbm12b-as1,55472
100292959,100292959
ndufaf7,55471
ulk1,8408
uxt,8409
nptn,27020
foxd3,27022
foxb1,27023
fam169b,283777
slc25a11,8402
sox14,8403
sparcl1,8404
spop,8405
srpx,8406
tagln2,8407
gmpsp1,728564
nup58,9818
tsc22d2,9819
spsb4,92369
sfi1,9814
git2,9815
kif6,221458
keap1,9817
rnf40,9810
ctif,9811
dele1,9812
efcab14,9813
nt5dc1,221294
linc01531,100128682
mimt1,100073347
100128687,100128687
tmem88,92162
641590,641590
lysmd4,145748
bap1,8314
brap,8315
cdc7,8317
acox3,8310
axin1,8312
axin2,8313
100290973,100290973
glyatl3,389396
cdc45,8318
mbl2,4153
ptpn18,26469
lhx6,26468
plscr5,389158
slc35g4,646000
prr23c,389152
rgcc,28984
prr23b,389151
kif14,9928
josd1,9929
lmntd1,160492
kbtbd11,9920
iqsec1,9922
zbtb40,9923
pan2,9924
zbtb5,9925
lpgat1,9926
mfn2,9927
hmgb1p6,645292
psenen,55851
tex2,55852
zc3h15,55854
fam45bp,55855
acot13,55856
kiz,55857
tmem165,55858
bex1,55859
ift81,28981
zbtb49,166793
adamtsl1,92949
c22orf31,25770
tbc1d22a,25771
cby1,25776
sun2,25777
gstt4,25774
c22orf24,25775
dstyk,25778
b3gnt7,93010
igfbp6,3489
dnm1p46,196968
253805,253805
actbp14,389976
igf2,3481
igf1r,3480
igfals,3483
igf2r,3482
igfbp2,3485
igfbp1,3484
igfbp4,3487
igfbp3,3486
eif3e,3646
insrr,3645
insr,3643
insm1,3642
insl4,3641
insl3,3640
mrps15,64960
mrps11,64963
mrps9,64965
klk13,26085
mrps5,64969
gpsm1,26086
tbc1d29p,26083
linc02249,26082
angptl5,253935
340184,340184
100272148,100272148
cmc4,100272147
znf626,199777
nkx2-4,644524
fcgr1cp,100132417
53369,53369
646870,646870
glb1,2720
ppil3,53938
100291367,100291367
or56b1,387748
egln2,112398
egln3,112399
wdr86,349136
fam99a,387742
fam86gp,387745
higd2a,192286
cyp21a2,1589
iqsec3,440073
linc00167,440072
znf705a,440077
gatd1,347862
fcrl4,83417
fcrl5,83416
defb131a,644414
rtl5,340526
nhsl2,340527
pabpc1l2a,340529
tcte1,202500
tmx2-ctnnd1,100528016
360219,360219
tm4sf5,9032
pkd2l1,9033
baz1b,9031
sema5a,9037
ccrl2,9034
taar5,9038
uba3,9039
727799,727799
cnbd1,168975
kif24,347240
zg16,653808
uhrf2,115426
rell1,768211
mir766,768218
slc5a2,6524
stimate,375346
c3orf62,375341
645739,645739
c9orf129,445577
cbwd3,445571
hoxa11-as,221883
cltb,1212
arhgef25,115557
mre11,4361
646274,646274
snora16b,692157
mre11p1,4362
grasp-as1,692159
snora57,692158
clta,1211
sult1c3,442038
fam163b,642968
hla-dma,3108
hla-dmb,3109
zbtb48,3104
hla-a,3105
hla-b,3106
hla-c,3107
hk3,3101
pramef20,645425
645427,645427
tmem191c,645426
stx11,8676
rpl36ap11,100129180
440895,440895
linc01123,440894
or2ad1p,79313
440896,440896
or7e91p,79315
or4k5,79317
scn5a,6331
smad9,4093
smad7,4092
100128274,100128274
smad5,4090
mafg,4097
maf,4094
fgd3,89846
mag,4099
100128278,100128278
pld3,23646
abcc10,89845
c12orf65,91574
znf487,642819
pabpc4l,132430
642817,642817
eef1dp4,442325
730183,730183
api5p1,642812
mgat4c,25834
rab26,25837
nipbl,25836
hectd1,25831
hnrnpkp4,644063
pou2f3,25833
nbpf14,25832
cog4,25839
thoc6,79228
rps14p3,644068
730184,730184
rps10p9,730187
obsl1,23363
psd3,23362
znf629,23361
fnbp4,23360
larp1,23367
kiaa0895,23366
arhgef12,23365
col26a1,136227
pum2,23369
ppp1r13b,23368
nfil3,4783
nfic,4782
nfib,4781
nfe2l2,4780
tmprss11b,132724
fam241a,132720
sp140,11262
eef1dp5,442258
snord115-32,100033806
snord115-33,100033807
snord115-31,100033805
snord115-23,100033800
ufsp1,402682
643387,643387
tmem253,643382
snord115-35,100033809
ct47a12,100507170
642031,642031
ptchd1,139411
441072,441072
ddx11l1,100287102
c22orf39,128977
pjvk,494513
tymsos,494514
sox4,6659
sox3,6658
sox2,6657
sox1,6656
sos2,6655
sos1,6654
sorl1,6653
khsrpp1,402359
son,6651
capn15,6650
ccnq,92002
nol8p1,402191
vangl1,81839
spaca1,81833
neto1,81832
neto2,81831
sdc4,6385
cxcl12,6387
sdcbp,6386
sdc2,6383
sdc1,6382
sdha,6389
sdf2,6388
potej,653781
otoap1,653786
mzt2a,653784
cyp26b1,56603
rpl23ap25,653789
652493,652493
commd1,150684
clec4m,10332
tlr6,10333
cnpy2,10330
b3gnt3,10331
pcgf3,10336
acp7,390928
syce3,644186
znf793,390927
401557,401557
gpracr,401554
rpl17p13,100270939
wdr38,401551
401550,401550
rpl15p9,100270935
or6b3,150681
dnajc3-dt,100289274
100233156,100233156
100190986,100190986
ttll13p,440307
sort1,6272
grpel2,134266
s100a3,6274
s100a6,6277
afap1l1,134265
s100a8,6279
s100a7,6278
ctxn1,404217
linc01561,404216
tmem199,147007
401884,401884
pde3a,5139
pde2a,5138
pde1c,5137
pde1a,5136
pdcd2,5134
pdcd1,5133
pdc,5132
pcyt1a,5130
znf355p,100505852
catr1,856
b3gnt9,84752
frrs1l,23732
ifnar1,3454
cav2,858
cav3,859
bpy2c,442868
pry2,442862
tex28p2,653363
653365,653365
bpy2b,442867
fam245a,728218
fam155a,728215
oplah,26873
285431,285431
ap1s2,8905
zacn,353174
focad,54914
400684,400684
linc01801,400685
pggt1b,5229
ap1g2,8906
krtap27-1,643812
643810,643810
pgam1,5223
780529,780529
or2l13,284521
gage7,2579
pgd,5226
slc9c2,284525
rpp25,54913
100127955,100127955
hecw1-it1,100127950
100127951,100127951
htr3e,285242
gage2c,2574
evc2,132884
gad2,2572
naaladl2,254827
ighv3-23,28442
tmem150b,284417
lonp2,83752
krtap4-12,83755
tas1r3,83756
rbp5,83758
rbm4b,83759
c11orf94,143678
znf888,388559
znf808,388558
brip1,83990
fam41c,284593
pxdnl,137902
ceacam16,388551
ceacam22p,388550
bhmg1,388553
bloc1s3,388552
uqcrhp2,729769
lce5a,254910
c2cd4c,126567
ceacam18,729767
100131561,100131561
btf3p12,652963
ccdc18-as1,100131564
snora48,652965
adgrg6,57211
kdm5c,8242
smc1a,8243
283177,283177
rbm10,8241
c11orf44,283171
actl9,284382
fabp5p2,729163
729162,729162
100130768,100130768
senp8,123228
100130761,100130761
100130766,100130766
atp5mgl,267020
rpl21p30,100271157
rpl17p21,100271151
rpl17p23,100271152
rpl17p24,100271153
urb2,9816
c12orf74,338809
col13a1,1305
col15a1,1306
il12a,3592
igkv3-7,28915
igkv3-11,28914
igkv2-40,28916
col17a1,1308
27040,27040
c12orf73,728568
fam117b,150864
651430,651430
100287049,100287049
zbtb25,7597
znf45,7596
znf43,7594
mzf1,7593
znf41,7592
or5ak4p,219525
cmtm1,113540
lrrc55,219527
574089,574089
znf205,7755
znf204p,7754
znf208,7757
aadacl3,126767
zmym2,7750
znf202,7753
znf200,7752
snord110,692213
snord93,692210
dennd4b,9909
psmb4,5692
psmb5,5693
psmb2,5690
psmb3,5691
psmb8,5696
pyy,5697
psmb6,5694
psmb7,5695
psmb9,5698
psmb10,5699
mrpl54,116541
mrpl53,116540
mrpl10,124995
wdr81,124997
or4c2p,119750
mettl11b,149281
or7e111p,81136
lrp5,4041
100288846,100288846
reg1cp,5969
mdp1,145553
rbpjp5,100288841
prph2,5961
rdx,5962
recql,5965
rel,5966
reg1a,5967
mir1-1hg-as1,253868
lrrc8c,84230
56988,56988
bbx,56987
dtwd1,56986
adprm,56985
psmg2,56984
poglut1,56983
prdm11,56981
prdm10,56980
esam,90952
tmprss3,64699
adck2,90956
dhx57,90957
ctage1,64693
slc25a10,1468
gage6,2578
hist1h2bk,85236
gage4,2576
gage5,2577
diras1,148252
2575,2575
znf555,148254
gabrr2,2570
gad1,2571
rsu1p2,100133308
100133306,100133306
cyp1d1p,100133307
tp73-as1,57212
spryd7,57213
cemip,57214
thap11,57215
vangl2,57216
lrrc45,201255
nkain2,154215
rnf217,154214
hs1bp3,64342
azi2,64343
hif3a,64344
foxd4l4,349334
eddm3b,64184
slc25a52,147407
eda2r,60401
cd151,977
adgre5,976
cd81,975
cd79b,974
cd79a,973
cd74,972
cd72,971
snora63,6043
c10orf142,100130539
cda,978
728739,728739
cycsp32,360181
nlk,51701
padi3,51702
samd1,90378
dsg4,147409
fibcd1,84929
tbrg4,9238
tmem167a,153339
il32,9235
ccpg1,9236
rab11b,9230
dlg5,9231
pttg1,9232
linc00273,649159
cnnm2,54805
ahi1,54806
znf586,54807
klhl24,54800
haus6,54801
trit1,54802
or1f12,442179
dym,54808
samd9,54809
or7d4,125958
283922,283922
raver1,125950
nudt7,283927
gpr153,387509
znf595,152687
ube4b,10277
net1,10276
stag1,10274
ripply2,134701
fstl3,10272
akap8,10270
prss16,10279
efs,10278
nek10,152110
tada3,10474
ube2e3,10477
atp5pd,10476
pfdn6,10471
hmgn4,10473
zbtb18,10472
c3orf79,152118
slc9a6,10479
slc25a17,10478
rps27ap7,728971
ppp1r2p4,728970
728975,728975
usp17l28,728400
bsn,8927
eif2s3b,255308
iqcj,654502
herc2,8924
rnu2-2p,26855
foxh1,8928
snord58a,26791
snord58b,26790
snord56,26793
snord57,26792
snord54,26795
snord52,26797
snord53,26796
snord50a,26799
snord51,26798
lrrc56,115399
guca1a,2978
guca1b,2979
brf1,2972
gtf2ip1,2970
dcaf15,90379
gtf3c2,2976
gucy1a2,2977
gucy1b2,2974
gtf3c1,2975
znf862,643641
xrn2,22803
nol12,79159
gnptab,79158
mcoln2,255231
gdpd3,79153
fa2h,79152
79150,79150
mfsd11,79157
plekhf1,79156
tnip2,79155
dhrs11,79154
728153,728153
use1,55850
tmem42,131616
728158,728158
bicdl1,92558
mir1279,100302182
mir1825,100302183
atxn3l,92552
h3f3a,3020
pdlim2,64236
or4c3,256144
nxpe3,91775
linc00635,151658
151657,151657
or4s1,256148
ms4a6a,64231
cst1,1469
ms4a5,64232
csrp1,1465
cspg4,1464
trbv11-3,28580
csrp2,1466
trbv9,28586
csnk2b,1460
ncan,1463
vcan,1462
mir548f5,100302239
opn5,221391
adgrf4,221393
mir1281,100302237
adgrf5,221395
hdac7,51564
armcx3,51566
tdp2,51567
rab6b,51560
arl2bp,23568
mbip,51562
ddah2,23564
znf346,23567
lpar3,23566
165057,165057
ufm1,51569
chst5,23563
cldn14,23562
trbd1,28637
trbc2,28638
trbc1,28639
100128079,100128079
rasl10b,91608
fam229a,100128071
slfn11,91607
100128075,100128075
100128076,100128076
100128077,100128077
armc12,221481
100128494,100128494
ccdc105,126402
100128498,100128498
sgpp2,130367
klf3-as1,79667
cpsf3,51692
trappc2l,51693
lsm7,51690
lsm8,51691
heca,51696
hepacam2,253012
fam41ay2,100302526
vn1r107p,100312849
txnrd3,114112
vps29,51699
spata3,130560
hcg27,253018
ctage6,340307
rbm14-rbm4,100526737
tmem18,129787
cenps-cort,100526739
ncf1,653361
c1orf158,93190
commd3,23412
lsm1,27257
igsf23,147710
cntn6,27255
pcdh17,27253
klhl20,27252
ss18l2,51188
pdcd4,27250
tceal9,51186
rsl24d1,51187
gpn3,51184
crbn,51185
hspa14,51182
lsm3,27258
kcnip2-as1,100289509
foxg1,2290
zmat5,55954
lin37,55957
100288271,100288271
ndufb3,4709
stub1,10273
sulf2,55959
klhl9,55958
dclk2,166614
tex45,374877
peak3,374872
znf699,374879
leap2,116842
slc18b1,116843
cntrob,116840
tcerg1,10915
tubb7p,56604
ero1b,56605
lrg1,116844
fbxo2,26232
fbxl6,26233
tiam2,26230
200317,200317
26236,26236
fbxl5,26234
fbxl4,26235
hira,7290
lamc3,10319
taok1,57551
txn,7295
nlgn2,57555
lrrc7,57554
vps26c,10311
stambpl1,57559
rtn3,10313
ddx10p2,401533
jup,3728
jun,3725
junb,3726
jund,3727
jarid2,3720
slc35e1,79939
nvl,4931
gpr143,4935
tnip3,79931
dok3,79930
synpo2l,79933
kiaa0319l,79932
cntd2,79935
coq8b,79934
cntnap3,79937
fgfr1op2,26127
etfb,2109
etfa,2108
epc2,26122
tctn3,26123
26120,26120
prpf31,26121
esrrb,2103
esrra,2101
esr2,2100
etf1,2107
kif1bp,26128
esrrg,2104
urahp,100130015
setp5,100130014
misp3,113230
slc46a1,113235
six5,147912
limd1-as1,644714
cxadrp3,440224
nf1p2,440225
rnf122,79845
zdhhc11,79844
mfsd13a,79847
cfap69,79846
agbl2,79841
nhej1,79840
atxn7l3,56970
zbtb3,79842
ifi35,3430
sp110,3431
znf607,84775
ifit2,3433
ifit1,3434
cspp1,79848
prdm8,56978
trim32,22954
glra1,2741
epb41l1,2036
epb41,2035
440867,440867
57399,57399
c16orf92,146378
slc29a1,2030
nat1,9
tsnare1,203062
nos3,4846
clk4,57396
nono,4841
cltrn,57393
epb42,2038
trv-aac7-1,100189404
calr4p,441884
441887,441887
cmya5,202333
pcmtd1,115294
znf737,100129842
100129846,100129846
alg11,440138
pcolce-as1,100129845
400666,400666
440137,440137
chchd10,400916
linc00545,440132
linc00683,400660
linc00544,440131
mir3118-2,100422949
spata31a1,647060
346329,346329
rpl12p12,85824
il17f,112744
100131763,100131763
znf733p,643955
ankrd66,100287718
100131766,100131766
snora70c,100124538
taf7,6879
taf6,6878
snora36c,100124535
tagln,6876
taf4b,6875
snora38b,100124536
taf2,6873
taf1,6872
scarna27,100124533
tacr3,6870
snurf,8926
herc1,8925
pmm2,5373
linc00163,727699
zfp41,286128
642669,642669
zfp36l2,678
potekp,440915
100129066,100129066
ywhaep5,440917
440918,440918
100129069,100129069
tgds,23483
sec61g,23480
brdtp1,643486
kir2dl1,3802
znf860,344787
pkmp2,402408
mrps6,64968
septin7p2,641977
phox2b,8929
tmc8,147138
tspan19,144448
sh3bgrl,6451
sh3bgr,6450
itsn1,6453
tbcd,6904
sh3gl1,6455
gan,8139
hmsd,284293
sh3gl2,6456
sh3gl1p2,6459
sh3gl1p1,6458
cav1,857
ccdc127,133957
gyg1p3,645506
645503,645503
kcnk4,50801
rnf113a,7737
rpusd4,84881
tubbp5,643224
aifm2,84883
grxcr2,643226
zdhhc12,84885
c1orf198,84886
slc7a3,84889
sppl2a,84888
lgals2,3957
gapdhp30,643228
lfng,3955
letm1,3954
magoh,4116
slc44a5,204962
mageb3,4114
mageb4,4115
mageb1,4112
mageb2,4113
magea11,4110
magea12,4111
mal,4118
sftpa1,653509
azgp1p1,646282
653501,653501
spns3,201305
gpr166p,442206
myl8p,442204
653506,653506
htr3c,170572
100293440,100293440
m1ap,130951
c1dp1,554049
554045,554045
trim6,117854
ly6h,4062
ly9,4063
lum,4060
gtf3a,2971
lyl1,4066
lyn,4067
cd180,4064
ly75,4065
sh2d1a,4068
lyz,4069
ervv-2,100271846
or7e105p,81116
fam83h-as1,100128338
krt26,353288
tenm4,26011
tmem41a,90407
286297,286297
286299,286299
znf207,7756
b3gnt2,10678
rpl26p14,100133235
100288312,100288312
100288313,100288313
mageb16,139604
c1orf127,148345
nfix,4784
rn7sl1,6029
prex2,80243
cmip,80790
rmrp,6023
6025,6025
hagh,3029
muc12,10071
snupn,10073
dpp3,10072
huwe1,10075
tspan32,10077
ptpru,10076
390806,390806
tssc4,10078
napsb,256236
rpl21p22,100270878
rps7p7,100270870
rpsap23,100270875
tmem254-as1,219347
znf114,163071
401611,401611
slc25a53,401612
sertm2,401613
plac9,219348
scn8a,6334
scn9a,6335
scn10a,6336
scnn1a,6337
scn4b,6330
krt8p45,149501
scn7a,6332
200058,200058
scnn1b,6338
scnn1d,6339
slc6a19,340024
cfap161,161502
irak1bp1,134728
cmtm3,123920
llcfc1,135927
or9a2,135924
arpc2,10109
ppif,10105
trim10,10107
ctdsp2,10106
nubp2,10101
tspan2,10100
tspan1,10103
tsfm,10102
fam96ap2,391174
mirlet7b,406884
ikbip,121457
slc9a7p1,121456
krt18p32,391179
linc01305,285084
pms2p5,5383
nudt16l1,84309
rtl3,203430
gyg2,8908
tmem246,84302
chchd6,84303
uqcc2,84300
ddi2,84301
pdcd2l,84306
znf397,84307
nudt22,84304
pym1,84305
728316,728316
100130354,100130354
krtap9-1,728318
icos,29851
trpm5,29850
ubn1,29855
100130353,100130353
slc5a10,125206
hrnr,388697
lysmd1,388695
tnfaip1,7126
flg2,388698
linc00302,388699
cetn2,1069
cetn1,1068
pin1,5300
cenpc,1060
cenpf,1063
pin4,5303
pip,5304
pip4k2a,5305
pitpna,5306
afg1l,246269
nme1-nme2,654364
84237,84237
maf1,84232
tmem126a,84233
slc10a4,201780
traf7,84231
defa1,1667
decr1,1666
dhx15,1665
ddx11,1663
ddx10,1662
atp13a4,84239
bcl2l2,599
rps12p14,100271058
c17orf100,388327
inca1,388324
scimp,388325
linc01548,728409
usp17l29,728405
728404,728404
pargp1,728407
or4g2p,26680
gpd2,2820
or4e2,26686
tspy8,728403
septin4,5414
pnn,5411
ubl3,5412
septin5,5413
dynlrb2,83657
fam167a-as1,83656
slc35g5,83650
kctd15,79047
100129478,100129478
tekt1,83659
dynlrb1,83658
hapln1,1404
exosc6,118460
c10orf71,118461
pcoth,542767
hspbap1,79663
ubtfl3,129870
rny4p20,100379378
rpl17p50,729046
729047,729047
729040,729040
faahp1,729041
254896,254896
fam66c,440078
284628,284628
nexn,91624
iglv2-34,28810
iglv2-18,28814
iglv2-14,28815
iglv2-11,28816
apoa1,335
aplp2,334
rpl26p27,100271471
rpl26p34,100271470
xiap,331
birc3,330
aplp1,333
birc5,332
efhb,151651
hmgb3p22,729595
klrf1,51348
crnkl1,51340
zbtb7a,51341
fzr1,51343
taok3,51347
vcam1,7412
ifnl2,282616
vav2,7410
vbp1,7411
vdac1,7416
vdac2,7417
vcl,7414
vcp,7415
vdac1p4,7418
vdac3,7419
lsm14b,149986
ifnl1,282618
rrp36,88745
fitm1,161247
729468,729468
aldh1l1,10840
syt14,255928
ppp1r17,10842
tubgcp2,10844
clpx,10845
pde10a,10846
srcap,10847
ppp1r13l,10848
cd3eap,10849
glidr,389741
adgrf5p1,389740
adam5,255926
trbv10-2,28584
dmrtb1,63948
fkbpl,63943
necab3,63941
gpsm3,63940
dmrtc1,63947
dmrtc2,63946
samd12,401474
fam201a,158228
cntd1,124817
fntb,2342
gpx6,257202
folr1,2348
supt20h,55578
luzp6,767558
sys1-dbndd2,767557
kiaa1324,57535
ece1,1889
linc02447,730971
slc25a25-as1,100289019
gpr183,1880
or4f17,81099
4663,4663
tgs1,96764
sh3bp2,6452
trim54,57159
jph2,57158
phtf2,57157
tmem63c,57156
smurf1,57154
slc44a2,57153
slurp1,57152
lyzl6,57151
smim8,57150
krt18p42,391819
perp,64065
oxct2,64064
npas3,64067
mmp27,64066
arhgef35,445328
sult1a4,445329
prss22,64063
rbm26,64062
slc22a12,116085
100132842,100132842
bzw1,9689
nup93,9688
depdc5,9681
n4bp1,9683
